Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Actual,Predicted
-6.099551432,2.811302929,0.129153075,-0.295455274,1.832656976,-2.018881791,-2.561564247,1,1
1.710591444,-3.071098533,1.688526149,2.046596612,1.199406883,1.398974425,-2.910651105,1,1
-1.75629689,-0.361276245,-2.27820786,1.54495345,-0.076513789,2.609788459,0.024892579,0,0
-1.752549665,-2.286004624,-2.445240959,1.562363964,0.043698927,2.265704286,-3.156688048,1,0
1.803309978,-0.516003276,-3.738179988,2.623058818,-2.527129856,0.824589391,-2.528922726,1,0
3.834730442,-5.254290438,2.689678682,1.681819415,-0.935265789,4.212480394,0.953487839,1,1
0.622641076,0.47419001,-2.698898228,3.461244864,-3.326205696,3.719800716,-4.061398882,0,0
1.199048252,0.495285195,0.521776746,2.339570633,0.305640771,-2.82010156,-0.045751867,1,1
-0.46518003,-0.441021199,2.66634754,-3.424639414,6.228487613,-3.118952875,5.201887028,1,1
-3.010134336,1.548268357,-0.568293032,0.209247169,2.317043914,-1.242233911,-2.727464441,1,1
0.635970265,-2.422350494,2.208336835,2.7198782,1.74755085,1.692315625,1.265160783,1,1
-3.880292677,-0.338852863,2.349262132,-1.151786922,-1.380664315,1.434516771,-0.820290944,1,0
-3.405870573,-1.889767751,2.899311469,-1.034753666,1.434967725,0.524410184,-3.184964955,1,1
-1.116261444,-2.815720736,-4.858054739,-0.039825062,4.50497842,6.102587005,0.503799062,0,0
3.632166776,-1.284282394,-2.141628184,0.495085579,2.477553365,0.499045553,1.837355596,1,1
0.109009318,0.059472994,-1.978437102,-0.80508056,-3.696736876,1.108279225,-2.742458438,1,0
0.585207822,-1.480399294,-1.530431723,1.59253166,0.2212905,-0.046626258,1.508887162,0,0
1.570026332,-0.910843361,-3.69611909,2.353818029,-1.276926366,1.016101258,0.327346075,1,0
-2.342518691,-0.083350345,0.184450344,0.195608734,1.512680038,0.793570162,-2.496322081,1,0
-2.810654903,-1.550995921,2.699335103,1.032748009,1.788076904,-0.157175323,-3.167304356,1,1
2.461235858,-1.372053506,-4.432614766,3.067025691,-0.619639377,1.440307125,0.749383473,1,0
-0.051790269,-4.137482472,3.27893514,0.603400163,-0.721707719,2.909604674,0.22351331,1,1
0.50820094,-0.564487649,-2.599424674,1.696247093,0.198399531,0.584408126,0.335632409,0,0
-0.01666724,0.656369672,-0.165532285,0.802994212,-0.072241294,-2.282700856,0.813678164,0,1
0.644190014,-3.054138276,-2.733922134,2.096807708,-1.999291701,0.921604931,-3.255799747,0,0
-1.007917269,2.453876514,-2.9706473,0.541574358,-0.525419408,-0.168691224,1.807043143,1,1
-0.030019224,-0.564789264,0.84220586,-0.471203387,-1.118355565,1.548180434,-2.814401245,1,0
2.018117466,0.00281875,1.570514615,1.484381196,3.538711767,-3.328144072,3.701673772,1,1
1.051510414,-4.311975447,-1.399048336,-2.791214794,4.268753723,0.501451971,1.61098811,1,1
0.445244292,4.099711217,-0.390646167,-1.433040392,0.749228343,-1.198482465,0.897683852,1,1
-0.408708867,1.47850756,-0.092024313,-0.537545373,2.162826677,-1.901945213,2.199487687,1,1
-1.459342705,0.494380297,0.140637473,-0.924907997,-0.076601308,0.381185406,-4.524693907,1,0
-2.3931855,-2.699398836,-0.439148853,1.795682029,-0.809629336,1.501457748,-2.5762885,0,0
-0.649212984,0.117758497,-2.084882767,0.561304723,2.559953855,-0.986764558,3.696714537,0,0
3.263620871,-2.120195132,-1.687950227,1.53192175,1.758370948,0.047135163,0.776321633,1,1
-0.373861901,-0.766067802,-2.417651619,-0.019789441,0.215198554,-0.588967865,3.543470082,0,0
-2.649304596,-0.212368538,2.472781113,-1.887866252,-1.406507805,2.439665618,1.371130948,0,0
2.779673126,-1.913361054,-1.15808634,1.897358876,1.109105299,-0.557879795,0.801162074,1,1
0.322860929,-5.367710942,3.757702644,1.314357337,1.851937006,1.386119501,-2.202142041,1,1
-3.273573184,-1.254338354,2.682546001,1.222556044,1.141515565,-0.728922858,4.472115939,0,1
-0.695384202,-0.547641145,-2.582377909,0.762240028,2.301142183,3.172154768,-1.918349804,0,0
-0.944221491,-0.164773185,0.487002573,-0.105041671,-0.044047226,1.460337019,-2.106325457,1,0
-1.210442904,-0.713919725,-0.40248465,2.033803971,0.533503547,1.075882717,0.329818384,0,0
-0.166162736,-1.616065118,2.176309075,1.536987609,0.109504033,0.177204712,0.376793906,0,1
-0.986916637,1.650286962,-1.203166514,-0.818641787,0.463659427,0.711011385,-1.655330392,1,1
-1.543241264,0.492982015,-1.64010629,0.8128365,-1.189101619,2.615443796,1.92667469,0,0
-2.876533471,-2.882160169,-1.098156523,1.760447437,2.266886444,3.682713103,2.221258172,0,0
-1.639293715,-3.33406904,3.823665688,0.904777608,-1.145672199,2.70332585,2.079393199,1,0
-2.72156418,0.260152568,1.367541828,0.357822364,1.710660498,0.556430966,0.048978998,0,1
1.193985973,-1.337803989,-1.825692218,2.023852183,-0.461605227,0.301511261,0.661329719,0,0
-0.670604021,0.120199857,0.36261192,0.747603899,0.777548867,-2.264454118,4.17939151,0,1
0.791671987,0.139390561,-0.954993855,0.226496149,0.35924481,-0.730098277,-1.217526316,0,1
0.713085137,-3.185594049,0.603498843,-1.920696455,2.371604505,-0.898035432,1.384495608,1,1
1.54604548,0.380793771,-3.304103646,2.810497951,1.01665059,2.164755502,-0.209677379,1,0
1.432987534,-2.726885322,0.729770909,2.165785931,0.951947386,2.924848867,0.366164489,1,1
0.679933118,-0.699464572,-1.402164023,2.125320024,-0.300245179,-0.619653114,2.066437685,1,0
-2.216978502,0.698037033,-0.824514197,0.324780756,2.225218983,-0.599271743,-5.000693112,1,0
2.139997149,-4.762105051,2.830566284,0.964477839,-0.337347784,3.123964702,-1.466012486,1,1
1.520446887,-4.844158767,1.379117119,0.742378935,-1.694521649,-0.529413866,-4.654523919,0,1
-4.081602285,-0.571111907,2.917172959,1.227117413,0.490337364,-0.498688469,2.7095919,0,1
-5.879770744,0.985776008,0.483918461,0.896278039,3.640081126,-1.692468011,-1.424985366,1,1
0.594408142,-3.380675888,-0.87782443,0.332210609,-0.773051227,0.042164754,0.168699111,1,1
-0.694597469,-5.343076463,5.8623561,1.162238433,2.294458014,1.640538073,0.896418974,1,1
2.825907603,-1.11932847,-1.648692426,0.958924069,0.436684639,0.644316961,1.601038247,1,1
1.293642332,-2.039582224,-0.101286708,2.404675631,0.994162946,2.270176274,-0.498427512,1,1
-4.158703547,0.342154836,3.372820313,1.932820934,3.621461274,-1.569634193,5.389839871,0,1
0.072605807,-0.259472135,-2.665919512,0.10286239,-1.871710685,1.327608189,-1.010206942,0,0
-2.301197572,-0.754344279,-1.812050501,-0.064831967,1.429054749,2.404384768,-0.376803568,0,0
-3.273138685,-3.060045126,0.66678411,0.782175545,-0.363841584,0.674902534,-4.469190139,0,0
-0.971714995,-0.202241322,-3.069909226,-0.002042764,-0.516062475,3.160649884,-0.524903868,0,0
1.268523832,0.161453626,-2.579152194,1.978972953,0.842068738,-0.609096373,0.625345629,1,1
-0.376141097,-2.257383581,1.172807734,0.572536585,-1.032369809,2.786392233,-0.166934434,1,0
-1.157332845,-2.950189475,-1.413115932,1.130505099,-0.921642786,3.439030927,-1.785736934,0,0
-0.925755773,-0.249644664,-3.634604593,-1.078348159,-1.036011577,3.403558379,-1.562123182,0,0
-2.372862731,-0.951742988,0.967189094,1.674245969,0.119919,1.190313913,0.99610046,0,0
0.885404263,-1.592328864,-3.242056579,1.21608102,-3.478284883,2.560784714,-0.372651142,0,0
0.854038155,1.08069172,-0.212660603,2.659532775,-1.821791809,-1.964684026,-1.260379857,0,1
-1.896801906,0.150357708,2.424059525,3.029809104,-3.695376343,-0.680822174,-0.485887104,0,0
-0.284107695,-1.754920326,1.174448898,2.289448917,1.288249759,1.153113388,0.398870457,1,1
-0.663819761,-0.801457205,0.024577009,3.526233012,1.78173561,1.010057321,0.9389107,1,1
-2.458622509,1.680797594,0.401325431,-0.613201773,0.081742788,-0.126755418,-2.509839932,1,1
-4.325542938,-3.766593485,-1.239514709,-0.527513095,4.10762043,4.800387599,3.527774311,0,0
2.37665299,0.311595955,-2.538913632,2.667336844,-0.340786183,-1.18155394,-0.058448189,0,1
-3.075829763,0.941047814,0.507087547,-0.284778143,0.609006305,1.950091529,1.453685894,0,0
-2.012365297,-0.432218919,3.053194361,-2.544461594,0.664259393,0.657216911,-2.045779422,1,1
3.489910334,-3.710016895,-3.244492331,2.480136238,0.061552336,1.494731717,-0.436040062,1,1
-1.685120839,-4.621196406,4.931041828,-0.763766097,1.517063082,2.211660073,1.307555892,1,1
-0.212315829,1.14726346,-0.595280551,2.517219519,0.126837502,-2.30884037,2.589012926,1,1
1.566665946,0.868559307,-0.044273458,-0.716642918,1.768542663,-0.872781355,2.684720448,1,1
0.481356292,-0.140110818,-2.940686361,3.603661679,-3.465855278,2.215774651,-0.856561122,0,0
-1.19001868,-2.277019069,-1.168611262,0.534392404,0.627725067,1.856832273,1.317743743,0,0
0.661382721,-0.432800322,1.135896851,1.391424049,0.265083536,1.043407423,1.002259234,1,1
-0.514301592,-2.78214336,3.145282322,1.693096508,0.931536359,1.033343098,-0.458505316,1,1
3.03e-05,-0.229904137,-2.088644397,2.376522284,-1.024217178,-1.290199875,-1.341074605,0,0
0.591295335,0.616590264,-0.525947541,6.110621104,-1.03679872,-3.44005964,1.899782249,1,1
-2.948723539,-2.745245564,1.450666651,-1.007618089,-0.189945108,3.30158862,-2.185649097,0,0
-0.595825477,1.53467991,-1.769318974,0.664501835,-0.432874451,0.800438687,1.64595436,0,0
0.374167799,-1.423500807,-0.684300928,-1.355654397,1.992887965,-0.603263614,0.342091133,1,1
-3.572582619,1.059641894,1.46963149,-1.684308558,1.326312304,0.308534957,-2.090557189,1,1
-0.493533401,-0.282383958,0.677017071,1.642501476,-2.889236048,-0.226277913,-2.589271476,0,0
1.036466443,-1.128941571,0.954493112,-0.068610955,-2.473794792,3.769039405,-0.466357237,1,0
-0.933820314,0.145142898,-3.419538341,-1.523718813,0.277347978,4.781141877,-0.281977942,0,0
1.915729823,-0.437225779,-1.954513986,2.937397006,-1.998594481,-0.004191505,1.543986894,0,0
-1.317804004,-0.962762291,3.439200728,2.16521573,-0.762704335,-1.984480772,0.640408505,0,1
3.656656247,-1.500679609,-2.375430743,0.704744686,4.120672127,0.775149346,4.312841326,1,1
2.17143107,1.444247582,-1.559578052,3.295995846,2.077058905,-1.540429884,3.607232346,1,1
1.435789704,-2.259885098,-1.584403389,1.229457524,-2.164487386,0.791142963,-1.79884063,0,0
-2.683480115,-0.765732142,2.260755849,-0.796973774,0.878141381,0.59503059,0.198625883,1,1
-2.362907172,-0.458136841,1.884846934,2.491170628,0.969093571,-0.194277004,1.921861905,0,1
3.144834853,-0.618456338,-1.888859712,-2.318441345,1.988406405,2.171236392,3.441841889,1,1
-1.489318956,0.160940823,-0.15598901,-1.014487417,0.451833838,3.726459037,1.493954536,0,0
-1.378022157,1.90702285,1.20275617,-2.17723267,-1.450805887,1.139070715,-1.626797333,1,1
2.350002523,-3.968238891,-1.101896158,-2.52426432,1.596184873,1.786295441,2.141838373,1,1
0.51628157,-0.525095941,-1.316112518,1.046405325,-0.24623986,1.168722119,0.122828554,0,0
-0.956866325,-3.163442359,2.469891778,2.753665738,-1.311596241,-3.500499021,1.296747816,1,1
1.199354705,-0.531043677,-0.482361942,0.774324913,0.454934469,1.937691959,-1.10912618,1,0
0.694747655,0.605128177,-0.362320625,1.889233623,-0.55032701,-1.137562821,-0.533024496,0,1
0.236506868,-2.098851225,-3.94379567,2.188713745,-0.836872429,1.278689698,-3.212773437,0,0
-1.322796913,-2.205124931,-0.208008181,-0.096415863,1.694696081,1.428918677,0.94783296,0,0
-2.425159961,0.563413967,0.321496544,0.602147515,1.98334138,2.051550788,1.376426937,0,0
-2.229105842,-1.097255857,3.589921649,0.140221663,1.563118086,-0.161918178,-1.335152047,1,1
-0.418740875,-0.367927432,0.027077653,1.357778226,1.255594578,1.224406991,-1.611315674,1,0
-0.276054846,0.218411546,-3.955650594,0.888880804,0.546417056,0.033951672,-0.70466805,1,0
-3.159531177,0.721315202,0.529383871,0.860118686,2.131377369,-1.284000864,-2.211441171,1,1
-0.416798641,0.976142114,1.826983276,2.333748891,3.048348776,-4.750804863,3.20408054,1,1
0.62483913,-0.786826053,0.907733248,-0.350257037,0.653573382,-1.480451415,2.569365201,1,1
-2.002139587,-2.625820278,-0.908798685,-1.780175222,1.197048603,3.678592367,-4.434327674,0,0
-0.805783921,-1.743926938,0.454461707,-2.837197281,2.275893805,-0.857040545,1.397096248,1,1
-0.4164422,-0.830727539,0.608911105,0.270528199,4.540052797,-1.636926138,2.803937963,0,1
-2.581937119,-1.267016491,0.440147548,2.786573454,0.29023902,-3.863682547,1.226940054,1,1
-1.888943699,-1.483683043,2.042191419,-1.903498708,-0.653684695,3.429615947,-1.420395519,1,0
-0.574129006,-3.333673571,0.979997591,2.353546704,-1.170385316,1.027216765,-1.317115885,0,1
0.7687153,0.748815643,0.760318243,0.731431196,0.777212565,-2.089334648,2.094503274,1,1
-0.799235753,-1.0586878,-2.448060515,-1.491060438,5.794131442,-0.32507994,2.309399752,0,0
-3.433881914,0.083980353,0.934756825,0.986257813,1.631687022,1.180830788,0.203413025,0,0
-3.10556776,-1.617733229,2.835577172,0.695110044,0.553499934,1.210884412,1.527393697,1,0
1.127844829,-2.29010015,-2.121897035,3.136958164,0.168732202,-0.872945837,0.364630565,1,1
2.018030556,0.3970603,-2.599518994,0.869264332,0.053678583,0.243393778,-0.19350131,0,1
-2.785619738,-0.464113159,-2.008147034,0.304050877,0.677976375,2.741259068,0.666779313,0,0
-0.629681048,-1.034102384,-2.720800614,0.528908809,-2.388590194,0.875483669,-2.352559669,0,0
-1.326311069,-0.418638058,-0.536039052,1.225143086,-2.131839801,-0.006806405,-0.19729751,0,0
-0.157271619,0.829703853,-3.27215596,1.226894151,-1.36458925,1.487907926,1.052510895,0,0
0.055031159,0.440223884,0.123531222,0.732666307,0.516110508,-0.833919921,-1.045022463,0,1
-2.030890826,-1.642489803,-0.557159577,0.481269904,1.198923061,-0.083993546,5.381199793,0,0
1.027470747,-1.01201852,-0.246328767,2.046916339,-2.115655588,-0.037873136,1.136907353,0,0
-1.656849834,-0.046383553,2.501078271,3.059996627,-2.901711046,-2.945826858,1.2649463,0,1
0.641322934,0.600317926,1.614658641,-2.311266063,2.757030684,-1.623485265,3.3848004,1,1
-1.794746015,-1.292449618,3.136065157,1.627105628,1.729924501,-0.066158015,-1.032193774,1,1
-0.906691888,-1.319070765,0.114757843,0.699130241,-2.673554112,2.178448915,0.96430594,0,0
-1.278617911,-1.91366762,1.640518135,1.512861527,-0.644016073,1.823376317,-0.011438035,1,0
-0.826259257,-2.398700188,-2.721265081,0.921567449,-5.498666693,1.652619334,-2.085341847,0,0
1.30070502,-3.782508357,-2.517297769,-0.473818592,2.07225142,0.249530968,-1.94031386,1,1
1.06107508,-0.30459199,-3.493868392,0.935043097,0.882095986,1.31669014,-1.514089626,0,0
1.921797887,0.541022235,-3.652880726,2.268158658,-0.22190076,0.909394538,-0.822828237,0,0
-1.430202691,-0.353527133,-1.673227033,2.660191674,2.68245961,0.513453765,-0.709236896,1,0
-0.583025794,0.097492981,0.357052001,-0.211639763,-1.250562835,1.841531219,-1.998824673,1,0
1.399783572,1.036337966,-0.642470642,1.480019356,-0.925231097,1.131227991,-2.384086925,1,0
3.930580176,-4.623186204,-2.379691648,2.196926786,2.729475393,0.162543283,-0.195057181,1,1
0.209388633,-2.04750402,-1.248701084,2.054072106,-3.073830134,0.5649855,-0.909613055,0,0
-2.085929594,1.273998239,-0.910668571,1.510734773,4.98885815,-2.112235738,-4.085738692,1,1
-3.523589685,0.494272579,-0.275020086,0.046170188,-3.122809512,-2.132912321,-1.668711571,1,0
-1.43849124,0.045816205,1.314236527,0.780238453,0.739541348,-2.109372443,3.02839618,0,1
-1.218792953,0.556167654,1.294596592,1.164562488,0.661530477,-0.801403196,0.939595556,0,1
0.904309287,0.341878853,-3.797192798,1.6092051,-1.465360231,0.965242843,0.251244793,0,0
0.884917783,-0.523464577,0.558704461,2.036824282,-1.626659543,-0.17503158,1.783110374,0,0
2.473157541,-4.475833681,-1.002368477,2.577348815,4.986027543,-1.950930029,1.340208338,1,1
1.286737909,-2.429524527,0.956133102,1.477542241,4.786375676,-3.382357404,2.519346925,1,1
0.170866787,1.587034344,1.347942903,-1.124513763,1.008527592,-1.916662617,2.598926778,1,1
-1.066491955,-3.484318641,4.131262237,1.853618216,0.532620492,1.66123407,1.014805472,1,1
-1.152419142,0.343117656,-0.534658481,0.601063567,0.632903348,-0.787525499,1.305533314,0,1
-0.908678227,-3.348000698,4.132449972,-1.191939094,2.331181898,0.994385693,-2.43979642,1,1
-0.026141405,-0.209785276,-0.971961014,2.442559424,-1.016647385,1.086074933,-1.916873036,0,0
-2.058947354,-2.838944651,-2.906506349,1.100660161,0.974405213,4.989401557,0.598162333,0,0
2.960961276,-4.550052075,-2.840140176,1.502720079,3.757409404,0.12866682,0.673818582,1,1
-3.658396659,-3.330500682,-2.032566976,0.276463385,3.93290892,4.954530347,2.831482849,0,0
-1.987301062,-0.512448969,2.029870689,-0.899803671,1.134416635,1.278729779,-2.327119827,1,1
3.136620455,-2.981823783,-2.254804458,1.792371943,0.057672982,0.981282885,0.671129906,1,1
0.833656982,0.323621627,-1.529965813,1.357275217,-2.954917222,0.009777416,-0.739283923,1,0
0.958807625,0.819666386,2.057364781,1.309622072,1.10977036,-4.185342731,1.18419642,0,1
2.507582407,-3.544390441,2.909640954,3.740228068,-4.433225912,-3.998858143,-0.88488274,0,1
-0.443086638,-2.352052331,-1.479476129,1.066032559,-0.939353154,1.619963836,-2.420080801,0,0
-0.721063355,-0.848216366,-0.70666115,0.802175979,-0.381319625,-0.545139919,2.069509514,0,0
-2.835124117,-0.303738531,0.143170742,0.701498078,1.928976962,0.235919519,-3.274083513,1,0
-0.542642475,1.188660038,-2.618001759,0.48740168,-0.900953302,0.747661723,0.282464485,0,0
-0.264935562,-0.623333223,-1.731227251,1.366688546,-1.781640647,1.123858306,-0.205165577,0,0
-1.772238544,0.446927461,-1.533814526,2.003013093,3.603647172,-0.452172972,-3.646472989,1,0
2.653472286,-5.239829795,-3.238597147,1.152480823,1.795874561,0.962852202,-1.55746322,1,1
-1.564101199,1.202662349,-1.646536712,-0.906797933,-0.366069758,2.660875744,1.117163222,0,0
-2.636867607,0.711025726,0.577419411,1.519662133,2.25102699,-1.054412134,-1.509871219,1,1
-5.499852228,-1.750756276,-0.640523136,0.407010888,-1.606883355,1.974734162,-3.077340152,0,0
-1.374118439,-0.800035188,-0.195442178,-0.52167101,4.076586178,-1.973284436,4.348131862,0,1
-3.023822478,-0.847654554,-3.926479139,0.630642487,-3.392707898,4.042267742,-0.760862459,0,0
0.167621402,0.310686676,-0.670360549,1.975891897,-1.358239008,0.549871902,-3.769068269,0,0
1.708713245,-1.264909496,-0.838572342,0.453881563,0.716714552,-1.949967242,1.229222876,0,1
-0.588101844,-0.910437684,-0.450408815,1.42368466,0.787306221,0.022528706,1.7260921,0,0
-1.461459404,1.655113744,-5.197853411,3.17656635,-3.314250572,0.900396347,1.67188245,0,0
2.920663662,0.844614718,-1.8284359,1.465325058,1.046771017,-1.798560426,0.254269072,0,1
-0.076260582,-0.038540826,-1.924918985,0.666626499,0.537221084,1.664910506,-1.712375191,1,0
-1.75716491,-2.31129034,-1.709096244,2.053674951,-1.920119955,1.21134783,-2.556911326,0,0
-0.153110977,-2.489734041,-2.194768088,-0.590088534,3.560605401,1.828832509,0.205756573,0,0
-0.062355088,-1.324635095,-1.782416628,-0.346282538,-0.937751568,0.863851426,-2.835235275,0,0
1.557779791,-3.556247763,2.209099677,1.185904198,0.982664799,1.779666477,-0.540070346,1,1
1.392728812,-1.563115483,-5.029715705,-0.14982309,-0.171401568,2.74581834,-0.551683935,0,0
-1.419983968,-0.946288205,0.484754288,1.251570056,-1.973308504,-0.743315093,-1.021940944,0,0
-1.38234619,0.174923547,0.191222168,1.711863236,0.038125522,0.38149618,-0.165532307,0,0
-2.729848936,0.645097586,-0.164711462,-1.409389074,-0.593033215,1.860771425,-1.62268429,1,0
1.814401033,-1.461634618,-2.514538571,2.975837713,-1.109729859,-0.631429024,-2.793807727,1,0
-0.57575845,-4.425986303,-0.261717525,-1.557399872,5.079227105,-1.727586272,1.50903555,1,1
1.320903523,1.718565301,-2.664426772,2.232305299,-3.356672469,0.115905502,-2.47129927,1,0
1.123467632,-1.824627279,-0.026979951,-0.479946033,1.304339937,-0.80521152,0.502430498,1,1
-3.489465339,2.16161112,-1.608929923,-0.065903386,3.786353216,-1.59685298,-5.376070651,1,1
2.616038834,-1.586171214,-4.368294278,-1.085529952,3.358654957,0.595666052,0.895274255,0,1
1.740478996,-0.862067926,0.931082814,2.511759558,-0.072283974,1.473104628,-0.512978748,1,1
1.522109239,-1.933985283,-2.054526358,-0.299716349,2.793638939,0.106710806,1.58489876,1,1
0.186560062,1.546280104,-1.738423696,3.992410521,-1.45955036,-1.386517821,2.025756513,1,1
1.365818462,-2.694611577,0.950171339,1.968688771,-1.958172876,-1.181896757,-1.634403901,0,1
1.261198275,-3.11739706,-1.257282686,0.84837457,-1.17177699,0.452884871,0.58178077,1,0
0.630739512,-1.459409967,-1.339418083,1.573397369,0.306651732,-0.922364395,1.300693775,1,1
-2.974325409,-2.772155423,1.239100894,1.534510151,-2.63201334,0.51814294,-1.885500472,0,0
-0.039847297,-1.506390608,-1.037178214,2.138903709,-0.59518207,-1.299815262,-2.734030154,0,0
2.864333172,0.66264498,-4.804556719,2.48318455,-3.939295979,2.492595082,-2.701406904,1,0
-1.132557682,-0.462099742,-2.043910543,1.561229857,-3.717128152,0.492360966,-0.201099027,0,0
-3.488959873,-2.41981684,0.180392742,1.005165545,1.609519676,1.209563508,5.361157242,0,0
-4.096166684,-0.369183715,2.207994445,2.432387923,-2.183959678,1.153427655,-0.2828032,0,0
2.873902014,-4.183853051,1.027657293,-1.754543032,3.412152843,-0.253323705,3.206656298,1,1
-1.415645615,-0.948497907,-0.63834242,1.537135066,1.631884351,0.143543317,3.256333414,0,0
-0.348624748,1.836154471,-0.191222937,3.549381795,-0.850150689,-3.651885426,1.656620737,0,1
-0.991787243,-0.727227363,1.745580499,-0.023041623,0.011337495,1.023867598,-0.930807428,1,0
-0.596809188,4.369571494,0.181873551,3.255675296,-1.491297288,-3.31005709,2.728708138,1,1
0.814521008,-1.376776671,-0.457899941,2.474659754,0.600720992,0.389628231,-0.014252196,0,1
1.228133935,-0.27837412,-0.018929023,0.849223048,4.325025535,-3.118162379,0.693524526,1,1
0.217270133,-0.696806704,-2.27969289,1.084089963,-1.026209252,1.975997472,0.057094164,0,0
1.147448359,1.961559391,-1.586544987,2.511214433,-1.274645856,-0.784790247,1.330072744,1,1
-1.942924689,-2.666441058,0.551535064,0.272452441,-2.045806745,-1.015649935,-4.813463009,0,0
0.398830208,-2.2205631,2.405669323,1.496692237,-0.918728364,1.891578652,1.692950967,1,0
1.046239637,0.496004427,-1.0993244,-1.033065853,0.386916369,-0.108155574,0.316697285,1,1
-1.531814342,-2.755601163,1.131343119,0.089504718,-0.331715969,-0.873519876,4.787568824,0,1
-0.814157139,-0.224632911,0.680624883,0.254300063,-1.242818511,1.906239151,-0.727764951,1,0
1.792871307,-3.424825557,-4.087913644,0.102560494,0.122414449,2.330756511,0.914403502,1,0
-1.622327961,2.266139387,-0.260213124,0.881820456,1.834090041,-1.351047006,2.706358361,0,1
-1.520026624,-1.198348844,-2.14412004,0.499601389,1.935138205,2.589722756,-0.580636807,0,0
0.020965273,-1.721253292,0.328115157,1.478051832,1.056150448,-0.200007025,1.165776955,0,1
-1.220395543,0.727752497,0.500212481,0.941042704,1.720316779,-1.422646164,0.866285324,0,1
1.36421682,-1.296611877,-0.384658206,-0.55300577,3.030874354,-1.303849429,0.501984036,1,1
-1.309113655,0.709457004,0.387914675,1.842579702,2.341315283,0.428396518,1.454817252,0,1
-1.217368234,-0.611835413,0.035170657,2.173632472,2.778802566,0.254820799,2.697917877,0,1
-0.656901337,-1.2383476,1.036869932,2.136844434,2.919869997,0.690906823,-2.321158436,1,1
-1.355544196,1.18888116,-2.89509295,-0.384313803,-2.467256063,1.68196175,0.601349722,0,0
-3.894363922,-0.928452096,-0.354897427,0.804823296,2.426173524,3.119413155,0.872470725,0,0
1.05195649,-2.570055123,2.432365786,0.064851346,-1.486975249,3.124564237,-0.859936938,1,0
-1.964746194,-1.505150157,-1.066101412,1.570596801,-1.201169738,3.841350517,-3.922591293,0,0
0.292053647,-2.83944957,0.334109459,1.396526631,-0.439524526,-0.26325533,-2.947236366,0,1
-1.899154101,-3.334811313,4.435695722,0.424653118,2.364685994,0.742747489,-1.403613427,1,1
-2.252233369,0.194034032,0.878376528,0.846849517,1.62142039,-1.119036794,3.825229936,0,1
-0.611014297,1.7902868,-0.232355929,4.32623611,0.128099166,-3.717302123,2.232521943,1,1
1.229816843,-2.078145414,-0.186557125,1.200406737,4.080649952,-2.392769157,2.518020811,1,1
2.255393682,-3.51953343,-2.498390014,0.688477709,0.966496856,0.36329525,-2.008544885,1,1
0.12967649,0.081289362,-1.677972972,0.257143014,-0.783104801,2.236188134,-1.711394876,1,0
1.183319965,-0.344738139,-1.79992184,0.63167158,-3.324806517,0.120624438,-0.037423169,0,0
-0.682456707,-1.934766138,1.073410696,1.132809211,-3.393447194,-1.189019316,-1.615105438,0,0
-0.632413036,-1.626405702,-2.042109019,1.985253507,-0.47050198,-0.005982958,-3.024115524,0,0
-0.408477449,-1.150193475,-3.031133799,0.843984736,-2.318130839,2.477412639,-1.101446241,0,0
0.780607384,-1.638585264,-0.633226123,2.604433654,0.234249609,2.303409899,-0.237104575,1,0
-0.781944144,-2.145272178,0.146779721,2.40860104,-0.938134465,-1.11767877,-2.49304192,0,0
0.694164172,-1.004000131,-3.455092489,0.233819931,-2.242384067,1.982474766,-1.465539339,0,0
0.60095618,-1.304680848,0.785337141,1.77135522,1.123839658,1.413786932,2.347861337,1,1
-0.300053059,-1.400104442,1.24186609,0.963302071,1.053403318,1.036565854,-1.486048914,1,1
3.781343534,1.038155932,-4.181015585,-1.125166551,0.94811942,2.328203903,-2.161802976,1,1
-3.730617456,0.733581791,0.374005659,1.032236238,3.309976486,-1.620151548,-4.969911363,1,1
-1.134728217,-0.653594639,2.759729824,0.521098244,-1.039218802,-3.979698402,4.329863961,0,1
2.3272858,-1.408034142,-0.887950402,3.697032984,-0.73642318,3.177417787,3.518451596,1,0
-0.87259228,-2.754289686,0.683718341,2.650368226,-2.916745613,-1.274902334,-2.144244362,0,0
-4.759438172,-2.516415393,0.58710332,1.199243358,3.218731012,2.725957334,5.568768151,0,0
-0.307073326,-1.550695072,-4.76534958,-1.648888502,4.753762729,2.603039417,2.597690447,0,0
0.410513623,-1.073639887,0.217295221,1.095006769,-1.446178928,2.216869264,0.727058624,1,0
-2.888477189,-2.467959017,2.064439511,1.249091416,2.647103634,0.73238027,-1.341537581,1,1
-0.629540613,-1.16111198,-0.33009969,0.930469883,2.087489482,0.369549864,-4.560905342,1,0
-2.654698314,0.466165454,1.36065638,-1.391477566,1.596251876,0.289380224,-2.827877708,1,1
0.113810852,-1.507470826,-2.051591429,0.42305814,1.314811985,1.935011984,-1.098326042,0,0
4.051818714,-4.152541848,-3.270776677,3.610266033,4.864904847,-0.433855027,1.471594734,1,1
0.084068452,-1.589783821,1.254085134,1.771930759,-2.721070835,-1.942011953,-0.779940614,0,0
-1.464082644,-1.08526294,0.18652151,1.252295225,1.600383669,1.473976677,-1.336576589,1,0
