Size,Sweetness,Juiciness,Ripeness,Quality
-2.025514845,-0.56538837,0.454941226,0.248735333,0
-0.936155999,-1.943790524,-1.966993862,-0.662338652,1
-0.533447689,-5.715134453,-3.30300905,2.255091404,0
0.617173994,-2.621162853,3.260811348,1.326728883,0
-0.03651479,-0.98586817,4.411388366,-1.870524731,1
-3.943657521,0.099416637,2.432160572,1.616126875,0
-0.553438031,1.178210805,0.726136642,1.214320842,1
-0.373861901,-2.417651619,0.215198554,-0.588967865,0
0.094103112,-0.390131643,-3.129980546,-0.322171308,0
-0.530249858,-1.335097836,0.919019732,-0.616124778,0
2.461235858,-4.432614766,-0.619639377,1.440307125,1
0.209388633,-1.248701084,-3.073830134,0.5649855,0
1.387968335,-2.849653633,0.342861974,1.916185582,0
1.932336419,-0.050078129,0.09889236,2.415390834,1
0.546077805,2.023503567,-1.453233643,-1.617008997,0
0.413824406,-1.41426186,-0.364973015,1.292809043,0
1.517685682,-0.499675675,0.155139292,-0.388889416,1
-2.090905422,-3.481023953,1.387854191,4.547881416,0
-0.52075177,-1.123145153,0.347231924,-2.104364947,1
-0.503870437,1.654682628,0.079774502,-1.754534324,1
-3.658396659,-2.032566976,3.93290892,4.954530347,0
-1.39487577,-2.937887402,-0.940956308,1.328301132,0
-0.267140934,4.079122898,-1.937529179,-2.740641238,0
-0.986916637,-1.203166514,0.463659427,0.711011385,1
-3.348767595,2.573416951,0.872908539,0.62559797,1
1.740478996,0.931082814,-0.072283974,1.473104628,1
-1.561235571,1.601120117,0.455594937,0.832943932,1
0.273757481,-0.376106844,0.992272417,-0.81916701,0
-1.552304505,-0.295292327,2.716914618,1.537340818,0
-3.965589181,2.152553894,0.051290269,0.846337254,0
-2.402552423,1.367857819,4.174825511,-0.856216782,1
-2.393737138,-1.341564433,0.295517853,4.508038113,0
-0.711822187,-1.332153755,1.309089973,0.159041994,0
-0.068213576,-2.028504963,1.6544272,0.577521866,0
2.122771463,-0.238536396,2.865717277,-1.347609951,1
1.579824972,-0.127712628,-1.529871694,0.02706922,1
-2.055776172,3.554301882,2.368481362,0.393883593,1
0.148672211,-0.314322424,3.563195109,-1.603538799,1
0.187949276,-1.873379207,-2.953714495,0.64580817,0
0.519059098,-2.987656953,4.108543179,0.85376161,0
1.180684457,-0.852580576,-3.602378483,-0.806212815,0
-2.599597125,-0.300748064,2.26118425,-1.291584107,1
2.222226794,-1.286354202,0.344612352,-0.099295037,1
-0.301200647,0.391781151,-1.479410851,0.480208358,0
1.330044421,-1.283551417,-5.814307615,-2.079250298,0
-1.623852628,-1.24128281,0.248019146,-2.940423263,1
2.019954774,-2.331938565,0.012627897,-0.275645335,0
-1.976684469,-0.540581845,2.222218252,-0.566456435,1
-1.157606857,-1.680959385,0.186830464,1.200394976,0
1.512469423,-1.714573448,3.471412992,-2.31863619,1
-0.407202953,1.736201949,1.629251428,0.056597688,1
-0.504181355,-3.322178632,0.383919832,2.278242154,0
0.754979278,-0.914930795,-1.785374739,0.906782499,0
-2.085929594,-0.910668571,4.98885815,-2.112235738,1
-1.415348146,-1.910492876,0.752091172,3.442235101,0
-1.99640797,-0.822238626,3.783584355,-1.123365677,1
-0.609625194,0.944680078,-0.397477816,1.177330947,1
2.223308592,-5.853566037,0.486770325,5.022646374,0
0.507344329,-3.309425627,0.307121113,2.129057473,0
-0.536626774,-0.599253443,0.793828473,-0.225256194,0
-3.193771996,-0.247501191,4.226314433,4.59034704,0
0.265300999,-1.408401769,-0.617136781,0.424931093,0
-1.317804004,3.439200728,-0.762704335,-1.984480772,0
0.967456166,-0.394760141,0.678412395,-1.845711216,1
-1.090186609,-2.759203843,3.195249541,1.435176416,0
-1.234563407,-1.307462544,-0.35143782,2.788417932,0
1.668865185,-2.907858606,-0.849828113,0.752074557,1
-1.333970425,-0.754421939,-1.088462224,-2.193255344,1
-0.124904692,0.954402632,-0.670690173,2.147549701,1
-3.646451688,-0.306737877,-1.193714145,2.504408406,0
0.721002304,-1.533717524,0.407213285,-0.957449926,1
-0.272869095,-0.031585559,0.041974563,0.374244352,0
-0.500882202,-1.494614797,3.390474702,0.738247821,0
-1.378428696,1.552838408,1.706409118,-0.140609612,1
1.175254612,-0.608436062,1.579690415,-1.604498657,1
0.849857355,1.01004216,1.998341247,1.549144835,1
-2.22972161,-0.391042727,-1.026054417,-3.98148506,1
-0.87937289,2.142780545,0.6530814,0.298231842,1
1.084181135,-0.832397859,-0.718777168,-0.574946573,1
0.594408142,-0.87782443,-0.773051227,0.042164754,1
2.111309216,-3.46298717,1.548965449,-0.238817254,0
-0.670604021,0.36261192,0.777548867,-2.264454118,0
-1.583842619,-2.016749975,-0.852942432,-0.625209532,1
-4.852723928,0.058805313,2.206636959,3.338506751,0
-0.485196417,-2.113867975,-1.611475075,3.14897555,0
-1.378022157,1.20275617,-1.450805887,1.139070715,1
1.283513133,-5.248092524,4.147181946,3.807475642,0
-2.083041788,-0.7388873,0.619500365,1.86624271,0
2.322444287,-0.097545625,-4.078670325,1.010903231,0
-2.072957322,-1.83345656,0.502811427,2.398902712,0
-1.329334503,0.555107611,-1.231742261,2.766071821,1
-0.930772193,1.215034583,-1.575230997,0.259948342,0
1.696529292,-0.008746545,-1.160225776,-1.001939914,1
3.602229864,-0.607623597,4.056210464,-1.129443865,1
2.583458053,-1.431337674,3.01390711,-2.269795546,1
-1.639128331,-1.885064695,0.059471927,1.731655029,0
0.28872339,1.798890804,0.293245569,3.092944123,1
-2.398080479,1.91126588,0.06873932,0.137307426,0
-2.402892717,-2.540682943,0.182995281,2.845023369,0
-0.494747502,0.324040516,-1.883191199,-1.003225751,0
0.825969108,-0.502043042,0.721549216,-0.098617443,1
2.088598751,0.744339978,-0.066606419,2.452352867,1
-2.317370986,0.074740167,1.489981496,-0.999539834,1
2.728652926,-4.569206033,2.388080129,0.534863996,1
0.778994359,0.730897764,1.016756745,-1.478821657,1
-5.975032091,5.538864978,1.415674551,-0.997706375,0
0.499919652,-0.8863567,-0.794483055,0.073186825,1
1.927579162,-1.837783823,-2.198908859,0.443219562,1
-1.384912999,-1.561330379,3.616023379,1.877152522,0
2.449576793,-0.222664256,-0.286664276,-1.377858784,1
-2.361152461,-0.478045687,0.122593363,2.110887484,0
-1.575929644,2.651744599,-1.851140846,1.993245316,1
-4.498233887,-0.510057508,0.995025521,-1.035168565,1
-0.155023844,2.615143915,1.642629141,0.378677135,1
-3.730617456,0.374005659,3.309976486,-1.620151548,1
0.38324912,-2.241083058,4.191639215,-2.859764021,1
2.687877436,-1.915557151,0.659535712,0.193476694,1
-1.240914396,-1.637557706,3.515193044,1.669933881,0
-1.97530185,-2.065254398,1.009978356,-1.996483744,1
-4.84440481,1.935689924,0.573537376,1.535545214,0
1.057962295,-1.842699028,1.083571384,1.18973283,0
-0.012767581,0.336217951,0.272622813,0.597072678,0
-0.819889002,2.606042575,1.299494552,1.211605631,1
-1.026338398,-1.448020317,1.673629351,3.022588193,0
-0.02014636,-1.930558022,0.024479785,1.926125704,0
1.203124977,-2.551971029,3.499233357,-0.427476892,1
0.432693567,0.860420309,-1.372831379,-0.596495213,0
1.533989948,-0.638919511,-2.654441681,0.764131352,0
-1.194072842,1.531268362,0.293435404,0.088832438,0
-0.633935976,-0.635279622,-2.043850984,0.443625414,0
2.77831595,-2.266670106,2.563267927,-0.756643897,1
-0.013717782,-0.866420466,0.380898411,2.564543574,1
-1.383927423,1.211821559,1.203458702,0.746357112,1
-2.4691398,1.931252852,-1.470258015,1.327658116,0
-1.233413202,0.936459069,-1.82710165,2.047326882,1
-0.097817579,0.105745292,-2.867315063,0.48788545,0
-2.375613934,0.867260144,1.473156448,1.435684985,0
0.773108074,0.778034842,4.430591543,-1.726814878,1
1.328124075,-1.784055885,1.599624155,1.023210474,0
-1.215310565,1.48422958,0.176302288,0.973651068,1
1.681674893,-1.282321841,0.038297527,-0.936565942,0
-4.120193403,1.305360112,-0.195564843,0.48846721,0
4.264394965,-3.292643859,2.024295718,1.166679045,1
3.263620871,-1.687950227,1.758370948,0.047135163,1
1.079383302,-0.914098462,2.778970266,-1.161796435,1
1.819744396,-2.772288021,-1.437848024,1.64881056,1
-2.852332903,2.1913475,-1.756340087,1.390835607,1
1.250977228,1.225434692,-3.253542718,0.525503493,0
-2.154830114,-1.102180638,-1.245245873,2.202829379,0
-0.874896299,-0.537831671,2.127164625,-3.426365031,0
-2.771410565,-1.723839233,0.189274049,3.654687122,0
0.201485353,-0.827369894,-2.597411907,1.525534299,0
0.107725382,-0.756676824,-1.477467932,1.782699508,1
0.024337754,1.309567963,-2.798334523,-1.290025102,0
0.494946241,-0.202694735,-1.376384378,1.4512799,0
1.601266871,0.529442031,-0.875868318,0.767274275,0
-0.854419598,0.783628193,1.778851464,-2.469490388,0
2.779673126,-1.15808634,1.109105299,-0.557879795,1
-2.34425727,0.283568222,-0.543546687,2.687180088,0
-2.320640814,0.367266388,-0.912549036,0.934792483,0
-0.791566524,1.087454147,-1.467248606,3.520586893,1
-1.346614238,0.383208103,-2.547747984,0.792741462,0
-0.9224065,2.111653203,0.456668196,2.057953256,1
3.951103956,-5.216879161,1.582149647,-0.824403812,0
0.661481765,-1.292935242,-1.045618656,-1.026659225,1
-3.42702015,-1.151082989,-0.329816434,3.943561318,0
-2.177589268,1.833740912,-1.906023301,-4.281311684,1
-2.480182814,0.882916528,0.627784758,0.523801474,1
0.829707742,-4.084788164,3.740484998,2.823865241,0
-2.430002066,-2.519678728,-0.79875823,3.182403786,0
0.087577087,2.016603624,4.107583543,-3.34677381,1
-0.910043088,1.561931859,0.390026128,-0.38600519,0
-2.123387247,2.824587542,0.955951345,0.772548294,1
1.432987534,0.729770909,0.951947386,2.924848867,1
0.630582669,-2.00808476,-1.192890569,-1.299939429,0
0.605335244,-1.014710203,0.896362393,1.787343515,0
0.867926694,0.233071325,1.613139257,-1.994739755,1
2.355510963,0.978477445,-0.742186356,2.941429502,1
1.176587299,-1.924189345,-0.850471194,-1.79906129,1
-2.303770321,-0.44679623,1.171032321,-0.821400531,1
-1.722888383,-1.890238411,1.848864083,5.201605451,0
0.849494925,0.936645736,2.426435683,-1.888175042,1
-0.89431681,-0.378440325,-3.118098132,1.268984967,0
3.489910334,-3.244492331,0.061552336,1.494731717,1
1.102580575,-1.318489941,-3.674467564,0.095646161,0
3.30525532,-5.150419025,4.545103503,-0.283234995,0
-2.9184276,-0.965561773,2.498588583,2.750874958,0
1.992301632,-3.084440351,-0.131166655,0.804791626,0
-1.022152515,-0.914114032,2.740261362,1.20328494,0
-2.299673543,0.532203922,-0.64595384,0.215956927,0
-4.323395557,3.111942091,-1.279932727,-0.833375565,0
-0.420469081,-0.294858213,0.007914302,2.217460883,0
-1.126977102,0.151848734,2.062631605,-1.205619395,1
1.858872886,0.158523633,-1.411167919,-1.161292075,1
1.030414366,-0.315503512,-0.70765035,-1.176687564,0
-3.523716271,-1.241617655,-0.081689252,1.571104344,0
2.635308084,0.011427352,5.269197058,-0.885595685,1
-2.336503631,1.364606675,2.657240094,-1.812021515,0
-1.328020928,1.180194689,-2.361462229,-0.453975743,0
-1.423881415,1.357553122,3.360871926,-0.07231072,1
-2.946805148,-2.605573593,-0.017982747,3.267219496,0
1.651094485,-2.468423582,4.078708088,0.413490811,0
1.078988835,-0.46744579,-1.772851599,-0.541926568,1
2.812213006,-0.118127967,-0.564402475,1.576938257,1
-1.87053341,0.277939832,2.509132421,0.414078546,1
-0.016624055,-1.510938372,1.646458161,2.25479157,0
-3.059858261,2.58719443,1.687013732,0.536824052,1
-1.973276897,5.612644416,2.53470734,0.223946461,1
-4.081602285,2.917172959,0.490337364,-0.498688469,0
0.040472361,0.315512495,3.664472666,-1.831720401,0
-3.776619209,-2.385297844,-0.389270958,1.615041983,0
1.71842717,-0.108801514,2.473607418,-1.307853629,1
-2.059686286,-1.20369258,1.256102506,2.742124933,0
2.960961276,-2.840140176,3.757409404,0.12866682,1
-0.90151318,1.616775457,0.872161771,1.616469557,1
-1.731713371,-0.751454229,0.649982563,-1.157635949,1
-1.380462942,3.335713228,2.513751413,-0.466678528,0
0.184781986,3.020796847,0.071198093,2.991972655,1
1.348680321,1.389230281,4.523724218,-2.426100222,1
0.142194958,-3.161171671,-0.35290461,0.261584695,1
-0.672324516,1.396176722,0.345571559,1.927739046,1
1.915729823,-1.954513986,-1.998594481,-0.004191505,0
-0.916952492,-0.256108011,3.902784978,-0.301516551,0
1.127844829,-2.121897035,0.168732202,-0.872945837,1
0.694747655,-0.362320625,-0.55032701,-1.137562821,0
-0.039847297,-1.037178214,-0.59518207,-1.299815262,0
-1.745322249,0.093208914,-0.801427776,1.93038528,0
-3.086025191,-0.527285803,2.205030798,1.298361016,0
-1.222419169,-1.322684748,-2.17578276,-0.06418278,0
-0.799312628,0.81234786,-0.785578577,-0.924556249,0
0.573690472,-4.039749149,-1.155237455,1.700776918,0
0.585948605,-2.430298051,-2.513941876,0.562883778,0
0.955259491,-0.728256885,0.456008142,-0.581192941,1
-2.601054797,-4.184230513,-1.326777191,2.323449897,0
0.571189234,-1.162681144,-3.082068149,0.676342374,0
0.025455217,-0.710575589,2.310255187,0.351229233,1
0.699298705,-1.660427309,0.28494071,-1.619175289,1
-1.661675826,1.485181834,-1.814196382,0.318409263,0
-0.276731342,1.073350347,-2.921572425,-1.269544591,1
-2.134249264,3.24381243,1.392813726,1.418498995,1
0.457311446,3.264172519,-3.96250598,-2.85353773,0
1.920036138,-0.231717694,5.246967751,-2.351152919,1
-0.376061069,-0.505210183,1.79934464,-0.212706483,0
0.014502253,4.235478098,0.021195236,2.601020476,1
-2.29930865,0.805734709,2.18802411,-2.034407782,0
0.846645044,0.45497614,0.765609817,-2.128012833,1
-0.989788471,-0.191572858,-0.656043959,1.416971889,0
-1.691573425,-0.378872518,1.369918879,0.746316259,0
1.977540726,-3.766163787,0.919996814,0.501795105,1
-1.875792192,2.174160765,2.14939783,-0.060246477,1
-1.081854865,-2.298294004,0.809239359,2.077008059,0
1.718534577,-2.596480579,-1.234374329,1.657831689,0
2.186548032,-1.429862242,-4.210847414,-2.801756926,0
-0.08325034,-0.898784538,-0.783071377,0.722670661,0
1.356587075,-1.530451211,-1.506976123,2.684936231,1
-0.350767863,-3.492288975,0.166494573,1.796717253,1
1.268523832,-2.579152194,0.842068738,-0.609096373,1
1.903819259,-0.35203699,4.748125152,-0.799091855,1
0.86125944,-3.909384059,1.427026237,2.427698275,0
-3.002992312,2.896864953,2.667803878,-1.389377271,1
2.186339974,1.588691737,3.936304874,-3.002240753,1
-2.010945208,-2.334610277,0.142686651,3.922958823,0
-0.817709484,-0.343388062,-0.307708905,-0.14388867,0
-0.736699243,-0.918754219,2.157160544,-2.43248901,1
-1.944559537,-3.930909518,-1.25891549,3.181640717,0
-0.901584956,2.42914669,0.810648537,-0.136342238,0
-3.786768158,-0.384473904,0.056736114,0.723116835,0
-2.213827189,1.216114112,-0.013403914,-4.851519233,1
-0.484936955,-1.85051914,2.278608368,-0.084837015,0
-2.441313809,-1.313530173,3.522472877,2.946627666,0
-2.51319338,-1.394239006,0.13686775,2.893986979,0
-1.217368234,0.035170657,2.778802566,0.254820799,0
0.658433094,3.752267343,1.210549273,2.382507534,1
-0.154440024,-1.567003646,-0.722141599,0.352868161,1
2.139997149,2.830566284,-0.337347784,3.123964702,1
-0.660387288,-1.401335723,2.04248905,0.383163432,0
-0.782699379,-2.195282572,-1.502894786,1.09041872,0
0.274733331,-1.629881401,-1.537372506,-0.440889054,1
2.594520508,0.908736404,2.374529756,2.393039986,1
3.050894999,-4.619169474,1.611425521,0.707381755,0
-1.169834796,-2.571268393,-1.24591269,0.890230256,1
0.039004099,-3.513414258,3.442894611,4.493856241,0
-3.390552063,1.340704596,1.971038411,0.353401079,0
3.283619299,-3.471188231,-0.683198208,2.026591782,1
-0.01470134,-1.446877276,-0.477786275,1.299358042,0
-1.162631368,1.442476318,-0.858454265,2.219405581,0
0.670873929,2.77849514,1.166009403,1.895061257,1
-0.012012285,-1.907742819,0.144425412,0.135982506,0
-2.011664555,-0.884584829,1.822839064,1.703647814,0
-1.697843453,-1.332839748,0.585903916,2.301834988,0
-3.623725614,3.326589096,0.692019102,-0.195724178,1
-0.837544948,-1.161219893,1.080275,0.594708167,1
0.452409766,2.45141926,0.515930393,2.484613586,1
-1.994174886,1.145541008,2.813397603,-1.167706275,1
-1.900971954,-3.748122417,-0.658643454,2.998647147,0
-1.231843963,2.045826422,0.634313716,1.480869526,1
4.123221797,-0.554215539,-3.748402532,-3.931115735,0
-2.134748761,-4.204098084,-0.221758905,3.095296291,0
-0.7939203,-2.227394194,1.163745333,1.832566181,0
0.167979347,-0.22405008,1.467890887,-2.79639262,1
-4.772980861,4.008526488,-1.402376247,-1.918002631,0
-3.1784092,0.753389705,-1.118246862,0.701024097,0
-2.388876578,0.748192686,0.930344776,-0.628333249,1
-1.931708639,0.854285562,-3.760268736,1.551531447,0
-2.027306782,1.382892711,0.962078448,0.296425678,1
-0.014043122,-0.552342893,-1.712713095,0.735389609,0
-3.493788147,0.570133362,3.338799225,-0.600853805,1
1.529316672,-2.957996344,-2.584863451,0.857279411,1
-2.232346534,-0.050881384,-1.606846371,1.514639958,0
-5.015906139,3.213235443,0.831640398,0.039786534,0
-1.234059761,0.631696853,0.72725465,1.247308426,1
1.103704396,3.405310455,0.208975275,2.869315,1
3.014388264,1.668157334,-1.164814113,4.16772354,0
-2.918443665,-1.721626587,-0.442591863,5.066804156,0
0.302594477,-3.601486744,0.566145286,2.89283063,0
-0.647326963,-0.690439106,2.864539564,-0.865274964,0
-1.089622932,0.077517814,-1.717317745,1.522587979,0
-0.789395132,0.457129277,1.164866352,-0.042112909,0
-0.2439256,-1.052491828,1.634180268,-1.730972441,1
0.629956933,-1.274190231,0.396443633,-0.204333623,0
-0.082982561,-1.091739168,0.976091712,0.854332308,1
1.921797887,-3.652880726,-0.22190076,0.909394538,0
2.536514596,-0.203899429,-1.200811233,4.318720893,1
1.096152189,-5.555187967,-0.749667555,2.274724642,0
-0.06247884,-1.614192274,-2.929723144,-1.311799945,0
0.640770677,-2.540001339,-1.645219237,0.406578147,0
0.400189099,-2.345266329,-3.313734201,0.169358909,0
0.519095639,-4.358784668,0.263817051,2.967692158,0
-2.407744705,-0.981457993,-3.097260053,0.79904515,0
-0.247331687,-1.10519111,2.531287055,-1.435599516,0
2.537192398,-2.410927885,0.219218446,0.455337642,1
-0.750173032,0.184413305,0.808818975,0.269191044,1
1.036466443,0.954493112,-2.473794792,3.769039405,1
-2.385352947,-1.600529747,1.759377024,1.508037366,0
0.612499007,-0.63600578,1.838078909,-1.629854576,1
0.862279796,0.202496281,-0.818239551,3.290144727,1
2.181629694,0.043770807,4.854058748,-0.71888223,1
-0.257279469,-2.370344895,1.522914481,3.645910077,0
-1.581262212,0.22747286,-0.20228255,2.069619323,1
-1.298299673,-0.191271193,-2.274625175,-1.749286099,0
-1.432668501,2.420699963,1.589184628,0.217965287,1
1.831239457,0.370077053,-2.306335634,3.589555687,1
0.58065937,0.326243578,0.002568321,-1.226327009,0
1.248664438,-3.041106798,0.839339401,2.153674036,0
1.087502111,-1.4335652,1.882672391,-1.194227809,1
-3.260504769,1.344676303,-0.783524274,1.114355588,0
2.007090072,-2.641234719,-1.988744486,0.998368111,0
-2.805144564,-1.206807215,-2.648016258,1.271345213,0
-2.342518691,0.184450344,1.512680038,0.793570162,1
3.75466964,-3.032131862,-0.390094164,2.075760147,1
-0.87585013,-0.461970756,0.310770903,1.69188047,0
2.958601112,-2.620356133,-0.208029409,1.950718361,1
-2.456040325,-0.915139324,1.155719267,2.339831489,0
-0.952033089,-3.582741434,1.838408214,-0.470126561,1
-2.28004505,0.199214116,0.317117948,1.206850582,1
-4.773874748,-0.469371164,-1.245770838,3.65574391,0
1.697747885,-3.852588337,-1.923216611,0.652453461,0
1.935533161,-0.921608003,3.348841331,-0.453038594,1
1.948034077,0.714293701,-0.018978448,-1.301383556,0
-0.622360659,-0.474511681,-2.724712723,0.998537873,0
-1.973096645,-3.32200278,-0.610942373,3.563733566,0
-3.625722015,1.307547617,2.160761825,0.267633616,0
0.891503421,-1.096453324,-0.455048855,1.355806308,1
-1.640814666,3.142394614,-0.016163686,1.021981081,1
1.924949416,-3.972308368,1.262407417,0.951738985,1
0.428496654,2.677891465,0.063402183,2.67543357,1
-1.30519034,-1.418579403,-0.565947179,1.15401028,0
-0.856775615,-0.793932327,0.90043042,3.061127564,0
1.900009575,-0.330489038,0.184263423,-0.247032939,1
-3.640829808,-1.584836122,4.370638019,5.537761381,0
-1.682198967,-1.091793988,1.862260749,1.441508421,0
1.421936795,0.547819063,2.98982567,-1.122436456,1
-0.900717148,-0.089235244,-0.53162328,-2.144483172,1
-0.304165601,1.926502905,2.494446821,-3.777054858,1
-1.976207115,0.011632425,0.84007016,-0.45646413,0
-2.02135118,-1.487719119,1.682469651,3.119325307,0
6.406366899,-4.164118265,0.999640267,3.99560166,1
-0.611014297,-0.232355929,0.128099166,-3.717302123,1
0.475240896,2.565566838,-4.196405189,-3.164642477,0
-0.383466464,0.553263999,-0.870008382,1.628003747,1
1.141501198,-0.444748801,1.535552744,-0.696352818,1
0.53656393,3.597461533,2.367716969,3.02843654,1
-1.557551355,3.62703273,0.195483023,1.303493659,1
-2.288029933,-0.223431714,-0.009996295,0.639535181,0
-3.607746491,1.634866279,1.414093393,0.364304606,1
-3.812940846,1.663254856,1.255262724,3.300373685,0
0.56400951,-3.813118202,2.153302668,0.94809779,0
0.564728797,-1.065537198,-0.740539942,1.260898375,0
1.051433002,-0.85625816,-0.414831376,-0.271718054,1
-2.584093963,0.73113168,-1.463974919,0.283160947,1
0.600361272,-0.664890351,-3.778628446,-1.612228922,0
-0.196278829,-0.848937873,1.767623586,-0.302035516,1
1.355007604,-0.499865376,2.179009114,-0.927642892,1
0.933991398,0.125204461,0.548560087,1.805171172,1
3.0364109,1.056825832,-1.658983287,-3.917238143,0
1.11514795,-2.742140262,1.538984606,0.045979716,0
-5.640919787,1.761167436,1.799598131,3.143325358,0
0.0263814,0.266412974,-2.281539941,3.33823929,1
-0.233341919,-1.195861542,3.178556285,-2.824407217,1
2.8347554,-2.795104491,1.578776105,0.220490923,0
-0.251730534,-1.983283336,-1.778541454,0.022265501,1
0.21657671,-0.243894427,1.94234651,-1.23947499,1
-1.345353371,-0.301263003,-0.235339677,0.810633381,0
-1.387502391,-2.183648191,2.115844486,2.2475233,0
-2.338410524,-1.967031313,-0.638577351,3.590287769,0
-5.221850842,0.708299089,0.972119695,0.444031498,1
-5.478006479,4.637864905,0.901111168,-2.40396897,0
-0.736572868,-0.305827054,2.840588254,-3.8581528,1
-1.308431995,-1.674763545,1.377515562,0.202102056,1
-2.343689657,2.10750729,-0.154676747,1.904950373,1
0.430053269,-1.413438156,-1.946780424,0.416658106,0
-4.014325899,0.275667804,1.903509843,2.589518396,0
0.572112894,-3.656875647,-0.865361987,1.342625287,0
-0.584732717,0.811466536,0.509462775,2.273859652,1
0.164226547,-2.475416422,0.094780651,2.374190621,0
-1.304399956,0.291006297,0.030701816,-3.116205613,1
0.299703192,-4.133976741,-2.035130872,0.293595132,1
-1.134728217,2.759729824,-1.039218802,-3.979698402,0
1.592092301,-2.52525023,-2.246265342,1.474421464,0
-1.544774358,-0.589284483,1.261104664,4.328764273,0
1.392498928,0.232168178,1.876707053,-1.527275721,1
-1.692354408,0.624921422,2.361738393,-0.614886478,1
-2.471983149,2.076641684,1.963393781,-1.678852379,0
0.723747234,-1.1858082,-0.420856453,0.351338811,0
-0.279036417,0.441181072,-1.625930602,-0.561359392,0
-1.558994888,-1.540423726,-2.091961313,-0.328981654,0
-0.763225004,-0.7621956,0.509873776,0.369877695,1
0.536507818,-1.124339995,-0.973225577,-0.690391844,1
-2.67798499,0.044790481,-0.334118035,3.063271255,0
-0.498658297,-3.552562563,0.324498194,4.211236622,0
1.802742024,-2.353345145,1.973743448,-2.760895086,0
-0.392686796,-1.49773739,2.459622714,2.517892046,0
-1.577301741,1.548454722,-0.412133797,1.460898198,1
2.723801138,-1.276086356,1.658622193,0.00780181,1
0.012611205,0.193004805,-0.198722363,1.213644879,0
-2.114708904,-0.990137997,-0.467594444,1.322876933,0
-1.215944463,0.398867215,-1.443524386,1.331699921,0
1.199109204,-1.467824087,4.503915943,-2.114739679,1
-1.043538286,-3.341244483,3.128692342,3.734995064,0
-1.321338737,-1.700494889,-1.293395803,1.485721528,0
1.662117691,1.266353556,-2.928958286,-1.31381251,0
1.119800779,-1.699642745,-3.993199239,0.854565882,1
-2.100651682,1.420113602,1.849161968,-1.176057182,1
-0.241450871,-0.137075455,-0.716174118,-0.710974956,0
-1.018401924,-0.711807877,0.950604271,1.256525443,1
1.739681535,1.535258783,-2.126169076,-2.219557214,0
2.20545334,-2.017316763,2.93029506,-0.492496435,1
2.741078107,-1.571581568,1.543035683,-0.063482277,1
-2.903713423,-0.973157176,-0.845185445,4.65908558,0
0.604531522,-1.395845455,0.763871778,1.37086793,1
-3.72971713,-3.324947366,0.117062327,3.763385128,0
0.732490841,-0.332556726,2.16822577,-0.604060199,1
0.529114227,-0.476386786,-1.165197496,-0.811165236,0
1.870198395,4.717131362,-0.503281211,3.779079424,1
1.712465209,-2.207344108,1.521996306,-0.185017747,1
2.215098167,-5.548641056,-2.620135894,2.745120048,0
0.078270684,-1.024789639,0.446339379,-0.952620415,1
0.48916867,1.30458836,-0.349851003,1.301458559,1
1.046010753,-4.502814678,1.673696515,-1.03994364,1
-0.558544921,0.759997748,-0.273503513,0.377609656,1
-4.346642086,1.765565328,1.198230947,1.468034153,0
3.255656007,0.04825332,1.142664403,-1.312426305,1
-0.545407452,-0.059524527,0.47600189,-3.984685464,1
1.710591444,1.688526149,1.199406883,1.398974425,1
-1.046899352,-0.409925738,3.457929214,2.705806473,0
3.5614343,-1.712780334,4.636004563,0.459920304,1
3.143162816,0.488277855,-3.11179195,-2.954760687,0
1.05195649,2.432365786,-1.486975249,3.124564237,1
-3.310218995,0.578483409,1.922166092,-1.208642771,1
0.393496853,-2.961217159,1.654892642,2.960315387,0
-1.445076505,-0.848119563,-1.656969974,0.393514171,0
1.803309978,-3.738179988,-2.527129856,0.824589391,1
2.055093158,-1.131905754,2.035219462,-0.096404121,1
2.509913516,0.7430151,4.0270722,-2.279605597,1
-1.382872746,0.757916573,1.34477424,0.3993159,1
-0.864222815,0.228235498,2.947001515,0.07222893,1
-1.40752161,-1.303114913,0.429835812,-2.178706149,1
0.00094389,0.443003101,1.505714849,-0.345828586,0
-1.627523636,1.407584574,1.121791767,0.096691188,0
-0.211176942,-2.929166985,3.847733188,2.296205563,0
0.262417635,3.693168895,2.202411002,-2.319203174,1
2.713947758,-1.467580504,-0.194521194,-0.310921022,0
-2.55634903,0.471488197,-0.801238495,1.616117667,0
-2.683480115,2.260755849,0.878141381,0.59503059,1
-1.79013844,-2.286722473,-0.703248983,3.738494175,0
-0.61594357,-1.66846582,0.713795651,-0.450662,0
-1.689473463,-1.709250811,-3.245956515,-2.353093056,1
0.907105198,-0.161920836,-0.768488237,-1.668297343,1
-4.235595625,-0.470295881,-1.465810964,2.895431631,0
1.692262221,-0.766256013,1.224043621,-0.136728518,1
-0.804016253,0.330085449,1.500022271,-3.433665942,1
0.95251538,-3.278659103,-1.214924921,2.248915077,0
3.166009656,-1.767522458,-0.264385395,-2.06098784,0
1.529402886,-1.834103011,-0.176117731,1.585642724,1
-1.349722145,0.77660359,-1.719256114,0.088880986,0
-1.359602279,-3.490921361,-0.739506824,2.381264687,0
0.687982091,-1.257287334,-1.20599185,-1.335646136,1
0.822159744,-2.255404887,2.378378912,-1.043488323,1
0.31888869,-0.271318817,2.203268843,-2.458786116,1
